Gene	SGD	UniProt	CC527	CC518	CC516	CC522	CC526	CC525	CC523	CC517	CC530	CC519	CC524	CC528	CC520	CC515	CC529	CC531	CC521
RTS3	S000003393	RTS3_YEAST	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GPD2	S000005420	GPD2_YEAST	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0
SNF1	S000002885	SNF1_YEAST	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GCN2	S000002691	GCN2_YEAST	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SCO1	S000000241	SCO1_YEAST	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
HRB1	S000004949	HRB1_YEAST	0	0	0	0	0	0	2	0	1	0	2	0	1	0	0	1	1
SHM1	S000000467	GLYM_YEAST	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0
YRA2	S000001697	YRA2_YEAST	0	0	0	0	0	0	2	0	1	1	0	0	1	0	0	0	1
BRE5	S000005334	BRE5_YEAST	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
YDR537C	S000002945	YD537_YEAST	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
NHP6B	S000002157	NHP6B_YEAST	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
LGE1	S000005976	LGE1_YEAST	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	2	1
YNL010W	S000004955	YNB0_YEAST	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SER1	S000005710	SERC_YEAST	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HMI1	S000005455	HMI1_YEAST	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RTN1	S000002641	RTN1_YEAST	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	3	0
GUK1	S000002862	KGUA_YEAST	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0
sp|ALBU_BOVIN|	-	-	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
TIF5	S000006245	IF5_YEAST	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0
YMR027W	S000004629	YMR7_YEAST	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SRV2	S000005082	CAP_YEAST	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	4	0
HXK1	S000001949	HXKA_YEAST	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PAA1	S000002478	PAA1_YEAST	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0
YDR366C	S000002774	YD366_YEAST	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
REV3	S000006088	DPOZ_YEAST	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
SSN8	S000004970	SSN8_YEAST	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HSP10	S000005546	CH10_YEAST	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0
RBS1	S000002348	RBS1_YEAST	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
sp|TRY1_BOVIN|	-	-	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BRR2	S000000974	BRR2_YEAST	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMY2	S000000376	SMY2_YEAST	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GLN1	S000006239	GLNA_YEAST	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SAC6	S000002536	FIMB_YEAST	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	3	0
SRP54	S000006292	SRP54_YEAST	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
ERG10	S000005949	THIL_YEAST	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
MKT1	S000005029	MKT1_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0
PST2	S000002439	PST2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ITR1	S000002905	ITR1_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0
SET3	S000001737	SET3_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ABP1	S000000684	ABP1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
STT3	S000002990	STT3_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
RNR2	S000003563	RIR2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
YDR261W-B	S000007397	YD23B_YEAST	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	10	2
RAS2	S000005042	RAS2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ECM33	S000000282	ECM33_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
VPS4	S000006377	VPS4_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
END3	S000005028	END3_YEAST	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
YLR352W	S000004344	YL352_YEAST	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
TYW1	S000006128	TYW1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
DYS1	S000001110	DHYS_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PYC2	S000000422	PYC2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
YPK1	S000001609	YPK1_YEAST	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0
RPO26	S000006391	RPAB2_YEAST	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	2	0
MEI4	S000001954	MEI4_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YCL019W	S000000524	YC21B_YEAST	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	13	2
RPT2	S000002165	PRS4_YEAST	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	16	0
NAP1	S000001756	NAP1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
RPT1	S000001628	PRS7_YEAST	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	23	0
ATP3	S000000243	ATPG_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
ATP1	S000000195	ATPA_YEAST	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	22	0
RET3	S000005931	COPZ_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
RET1	S000005733	RPC2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ARP9	S000004636	ARP9_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
PRE10	S000005889	PSA3_YEAST	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0
SYP1	S000000626	SYP1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RBG1	S000000034	RBG1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	1
ERV14	S000003022	ERV14_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
UBC5	S000002466	UBC5_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
ACE2	S000004121	ACE2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BUL1	S000004888	BUL1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
VPH1	S000005796	VPH1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EDC3	S000000741	EDC3_YEAST	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	2	0
RPC10	S000001185	RPAB4_YEAST	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	4	0
ERV46	S000000040	ERV46_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLA2	S000005187	SLA2_YEAST	0	0	0	0	0	0	0	0	16	0	0	1	0	0	0	6	0
CHS1	S000005136	CHS1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0
RIM1	S000007222	RIM1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
CCT6	S000002596	TCPZ_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0
CCT5	S000003825	TCPE_YEAST	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0
EXG1	S000004291	EXG1_YEAST	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0
YOR318C	S000005845	YO318_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CPR6	S000004206	PPID_YEAST	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	10	0
ARO1	S000002534	ARO1_YEAST	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	8	0
ARO4	S000000453	AROG_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RPM2	S000004556	RPM2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YET1	S000001548	YET1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DBF20	S000006315	DBF20_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YBR225W	S000000429	YB75_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
HSP104	S000003949	HS104_YEAST	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0
YRO2	S000000258	YRO2_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
NAB3	S000006111	NAB3_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0
NAB2	S000003090	NAB2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CBK1	S000005105	CBK1_YEAST	0	0	0	0	0	0	0	0	12	0	0	3	0	0	3	13	0
AHA1	S000002622	AHA1_YEAST	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	10	0
CDC6	S000003730	CDC6_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
CDC39	S000000689	NOT1_YEAST	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	13	0
SPC105	S000003061	SP105_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SCH9	S000001248	SCH9_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
CLA4	S000005242	CLA4_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
RNR1	S000000872	RIR1_YEAST	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0
SSL1	S000003995	SSL1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
POL1	S000005046	DPOA_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RLP24	S000003999	RLP24_YEAST	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	1
HOM6	S000003900	DHOM_YEAST	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0
PIN3	S000006358	PIN3_YEAST	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8	0
POG1	S000001384	POG1_YEAST	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	2	0
IME2	S000003642	IME2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
MRH4	S000003032	MRH4_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
GNP1	S000002916	GNP1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
YMR279C	S000004892	YM8M_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ILV6	S000000515	ILV6_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ILV1	S000000888	THDH_YEAST	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	8	0
AXL1	S000006326	AXL1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
KOG1	S000001229	KOG1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
PBP4	S000002211	PBP4_YEAST	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	7	0
RDH54	S000000277	RDH54_YEAST	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
STE2	S000001868	STE2_YEAST;STE2_YEASX	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	7	0
MOT2	S000000870	NOT4_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
MOT3	S000004674	MOT3_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0
SIF2	S000000307	SIF2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
VPS3	S000002903	VPS3_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MSY1	S000006018	SYYM_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RPN6	S000002255	RPN6_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0
PUP2	S000003485	PSA5_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
MTR4	S000003586	MTR4_YEAST	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	3	0
RPN2	S000001337	RPN2_YEAST	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	10	0
OXP1	S000001698	OPLA_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RKR1	S000004861	LTN1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MDJ1	S000001878	MDJ1_YEAST	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0
HFA1	S000004820	HFA1_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0
SGV1	S000006365	BUR1_YEAST	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	3	0
ZRT1	S000003224	ZRT1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SHE2	S000001613	SHE2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARP2	S000002187	ARP2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
SXM1	S000002803	SXM1_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0
IMP2	S000001416;S000004638	IMP2_YEAST;IMPX_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OPI7	S000002768	OPI7_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MOD5	S000005800	MOD5_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OPI3	S000003834	PEM2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IDP3	S000004954	IDHH_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IDP1	S000002224	IDHP_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
URA5	S000004574	PYRE_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RFC2	S000003829	RFC2_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0
PRM5	S000001379	PRM5_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AFG2	S000004389	AFG2_YEAST	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	3	0
DBF2	S000003324	DBF2_YEAST	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0
TRA1	S000001141	TRA1_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0
UBC1	S000002584	UBC1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ETT1	S000005577	ETT1_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0
YNR029C	S000005312	YN8H_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
BOI1	S000000181	BOB1_YEAST	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	2	0
PRO3	S000000825	P5CR_YEAST	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0
SGD1	S000004328	SGD1_YEAST	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	3	2
TIF11	S000004873	IF1A_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
YDR222W	S000002630	YDR22_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YDR210W-B	S000007393	YD22B_YEAST;YL22B_YEAST	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	13	2
MUK1	S000005991	MUK1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LRE1	S000000556	LRE1_YEAST	0	0	0	0	0	0	0	0	4	0	0	7	0	0	1	2	0
YNL134C	S000005078	YNN4_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IFA38	S000000363	MKAR_YEAST	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	2	0
UBP3	S000000953	UBP3_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1
PRP19	S000003959	PRP19_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHS2	S000000242	CHS2_YEAST	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	35	0
UBP6	S000001906	UBP6_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADA2	S000002856	ADA2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HSP26	S000000276	HSP26_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
RPB2	S000005677	RPB2_YEAST	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	10	0
FCF1	S000002747	FCF1_YEAST	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
YPL247C	S000006168	YP247_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GAS1	S000004924	GAS1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
AAT2	S000004017	AATC_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RPB8	S000005750	RPAB3_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
RFC3	S000005234	RFC3_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0
PSK2	S000005405	PSK2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NAM7	S000004685	NAM7_YEAST	0	0	0	0	0	0	0	0	12	1	0	1	0	0	0	8	0
ERV29	S000003516	ERV29_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GVP36	S000001303	GVP36_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YPR147C	S000006351	YP147_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
NRP1	S000002326	NRP1_YEAST	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0
NPA3	S000003833	NPA3_YEAST	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	8	0
WHI3	S000005141	WHI3_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
YKT6	S000001679	YKT6_YEAST	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0
GCN3	S000001734	EI2BA_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
RRT14	S000001389	RRT14_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0
LYS12	S000001356	LYS12_YEAST	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	8	0
SRP72	S000006131	SRP72_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
YEL047C	S000000773	FRDS_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MNN5	S000003722	MNN5_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SPT10	S000003663	SPT10_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YFL002W-A	S000002962	YF21B_YEAST;YG21B_YEAST;YG22B_YEAST	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	13	2
MYO2	S000005853	MYO2_YEAST	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	4	0
LSP1	S000005925	LSP1_YEAST	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0
TUF1	S000005713	EFTU_YEAST	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	8	0
WWM1	S000001884	WWM1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
ERG6	S000004467	ERG6_YEAST	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
CIT1	S000005284	CISY1_YEAST	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RRT8	S000005408	RRT8_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PHO85	S000005952	PHO85_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
YLL032C	S000003955	YL032_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PSE1	S000004925	IMB3_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0
DOP1	S000002548	DOP1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
NSA1	S000003079	NSA1_YEAST	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	2	0
SAN1	S000002550	SAN1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
MGM101	S000003905	MG101_YEAST	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	1
LSM7	S000005091	LSM7_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MGE1	S000005758	GRPE_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
URA10	S000004884	PYRX_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
WBP1	S000000728	OSTB_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CKA1	S000001297	CSK21_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RPT4	S000005785	PRS10_YEAST	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	5	0
SIN3	S000005364	SIN3_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
SEC24	S000001371	SEC24_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0
TSL1	S000004566	TSL1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SEC27	S000003105	COPB2_YEAST	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	18	0
FET3	S000004662	FET3_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0
RPN1	S000001069	RPN1_YEAST	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	11	0
RIM15	S000001861	RIM15_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IZH2	S000005362	IZH2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YMR310C	S000004927	YM91_YEAST	0	0	0	0	0	0	0	0	4	0	0	6	4	0	2	2	2
CWC23	S000003096	CWC23_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
YAP1801	S000001204	AP18A_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
RPN9	S000002835	RPN9_YEAST	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
SGN1	S000001440	SGN1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RPN7	S000006312	RPN7_YEAST	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	3	0
NUP170	S000000175	NU170_YEAST	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0
IRA1	S000000344	IRA1_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
TGL5	S000005607	TGL5_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
TGL4	S000001797	TGL4_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
IDH1	S000004982	IDH1_YEAST	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	6	0
SCW4	S000003511	SCW4_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
THR1	S000001067	KHSE_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SFI1	S000003926	SFI1_YEAST	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	57	0
URA8	S000003864	URA8_YEAST	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0
DHH1	S000002319	DHH1_YEAST	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	14	0
MIR1	S000003838	MPCP_YEAST	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
RRP7	S000000536	RRP7_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
RRP8	S000002490	RRP8_YEAST	0	0	0	0	0	0	0	0	1	0	0	1	4	0	2	2	0
NOP15	S000005054	NOP15_YEAST	0	0	0	0	0	0	0	0	6	1	0	6	2	0	1	9	2
NOP19	S000003483	YG5C_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
SNA3	S000003687	SNA3_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
YIL002W-A	S000028835	YI002_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PHB1	S000003364	PHB1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
OGG1	S000004525	OGG1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SEC18	S000000284	SEC18_YEAST	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	8	0
YKR018C	S000001726	YKR18_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
NAR1	S000005184	NAR1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SEC16	S000006006	SEC16_YEAST	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0
CLC1	S000003399	CLC1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CRM1	S000003450	XPO1_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0
YET3	S000002230	YET3_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GLO3	S000000924	GLO3_YEAST	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0
MNP1	S000003036	MNP1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
R0040C	-	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
HSP12	S000001880	HSP12_YEAST	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
PUF4	S000002982	PUF4_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
YAP1802	S000003473	AP18B_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PRE6	S000005398	PSA7_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
